Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10039,fifa street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
10040,dirt rally,XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11
10041,heart catch precure! oshare collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10042,uefa euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11
10043,taito legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11
10044,tom clancys rainbow six rogue spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
10045,boombots,PS,1999.0,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11
10046,monster madness battle for suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10047,star trek conquest,PS2,2007.0,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11
10048,fifa soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11
10049,life is strange,XOne,2016.0,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11
10050,nfl head coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10051,world championship rugby,PS2,2004.0,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10052,phantom dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
10053,shinseiki evangelion koutetsu no girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11
10054,shin sangoku musou multi raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10055,taiko drum master tokumori!,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10056,growlanser generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11
10057,mega man battle chip challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11
10058,desktop tower defense,DS,2009.0,Strategy,THQ,0.11,0.0,0.0,0.01,0.11
10059,puyo puyo tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
10060,pro evolution soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
10061,sakura wars so long my love,Wii,2010.0,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11
10062,the settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
10063,grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
10064,my sat coach with the princeton review,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10065,family fun football,Wii,2009.0,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11
10066,ring of red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10067,cold winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11
10068,international track  field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10069,the hardy boys treasure on the tracks,DS,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11
10070,pdc world championship darts pro tour,PS3,2010.0,Sports,O-Games,0.0,0.09,0.0,0.03,0.11
10071,stubbs the zombie in rebel without a pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11
10072,batman dark tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11
10073,ping pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10074,fatal frame maiden of black water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
10075,mysims skyheroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10076,blood drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11
10077,18 wheeler american pro trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10078,jake hunter detective story memories of the past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0,0.11
10079,start the party! save the world,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11
10080,the king of fighters xii,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11
10081,digimon world ds,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
10082,naruto ultimate collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
10083,the king of fighters 99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.11
10084,mass destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
10085,bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11
10086,batman rise of sin tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11
10087,shinseiki evangelion koutetsu no girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10088,skylanders superchargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.11
10089,super swing golf season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11
10090,queens blade spiral chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10091,jikkyou powerful pro yakyuu 95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
10092,spy vs spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11
10093,coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11
10094,the price is right decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10095,sega touring car championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11
10096,goldeneye rogue agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
10097,jasf janes advanced strike fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11
10098,cake mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
10099,cold fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11
10100,akibas trip undead  undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.11
10101,zangeki no reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
10102,stronghold kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11
10103,fabulous finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11
10104,vacation sports,Wii,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11
10105,daito giken koushiki pachislot simulator hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11
10106,pdc world championship darts pro tour,Wii,2010.0,Sports,O-Games,0.0,0.1,0.0,0.01,0.11
10107,pimp my ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11
10108,surfs up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11
10109,invizimals the lost tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
10110,lets play garden,DS,2010.0,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.11
10111,nhl hitz 2003,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11
10112,murakumo renegade mech pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11
10113,heavy fire afghanistan,Wii,2011.0,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11
10114,samurai warriors 4ii,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10115,open season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
10116,wireway,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10117,gun metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11
10118,just in time translations,DS,2009.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10119,john dalys prostroke golf,PS3,2010.0,Sports,O-Games,0.09,0.02,0.0,0.01,0.11
10120,pro yaky? spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10121,samurai warriors 4ii,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10122,bloodrayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11
10123,the hardy boys the hidden theft,Wii,2009.0,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11
10124,metal slug 4  5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11
10125,pacman and the ghostly adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10126,ecw anarchy rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10127,inuyasha a feudal fairy tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
10128,gem quest 4 elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11
10129,funky barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
10130,jleague winning eleven 9 asia championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10131,sabrina the teenage witch potion commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
10132,pacman pinball advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10133,pocket pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11
10134,yu yu hakusho tournament tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
10135,home run king,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
10136,power rangers super legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11
10137,to heart 2 dungeon travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10138,where the wild things are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10139,lost in blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
10140,criminal girls invite only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
10141,wwe all stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11
10142,mlb power pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10143,truth or lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11
10144,virtua fighter cg portrait series vol.1 sarah bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10145,kousoku card battle card hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
10146,airforce delta strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11
10147,doras big birthday adventure,Wii,2010.0,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11
10148,tokimeki memorial girls side 2nd season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10149,disneys peter pan return to never land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
10150,the fairly odd parents breakin da rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11
10151,monkey island special edition collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
10152,capcom vs. snk 2 eo,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
10153,hot wheels velocity x,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11
10154,super run for money tousouchuu atsumare! saikyou no tousou monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10155,spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11
10156,american girl julie finds a way,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10157,contra advance the alien wars ex,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
10158,jikkyou powerful pro baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10159,the history channel battle for the pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11
10160,18 wheels of steel extreme trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11
10161,happy feet two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10162,army men rts,PS2,2002.0,Strategy,3DO,0.05,0.04,0.0,0.01,0.11
10163,mobile suit gundam ms sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10164,pinball hall of fame the williams collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11
10165,space chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11
10166,the spiderwick chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11
10167,project cars,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
10168,green lantern rise of the manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10169,eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11
10170,shin kamaitachi no yoru 11 hitome no suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11
10171,guitar rock tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11
10172,mortal kombat deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11
10173,espn nhl hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
10174,monster lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
10175,xxx,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11
10176,machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
10177,the smurfs 2,PS3,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11
10178,maximum force,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11
10179,ncis 3d,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11
10180,worms forts under siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10181,alvin and the chipmunks chipwrecked,DS,2011.0,Misc,505 Games,0.07,0.03,0.0,0.01,0.11
10182,totally spies! totally party,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11
10183,smash court tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11
10184,atv quad kings,DS,2010.0,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11
10185,naruto shippuden naruto vs. sasuke,DS,2008.0,Action,Takara Tomy,0.08,0.0,0.03,0.01,0.11
10186,dualpensports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10187,project snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10188,astro boy the video game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11
10189,hop,DS,2011.0,Platform,505 Games,0.09,0.01,0.0,0.01,0.11
10190,brave story new traveler us sales,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11
10191,disneys extreme skate adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11
10192,tales of phantasia ps1  psp versions,PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10193,kouchuu ouja mushi king super collection,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
10194,the adventures of jimmy neutron boy genius jet fusion,GC,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.11
10195,pacman world 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10196,yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.05,0.0,0.02,0.11
10197,avatar the last airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10198,odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
10199,karaoke revolution presents american idol encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10200,flatout ultimate carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11
10201,mobile light force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.0,0.01,0.11
10202,naval ops warship gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
10203,soma bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
10204,sesame street ready set grover!,Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10205,shin sangoku musou 6 special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10206,the penguins of madagascar dr. blowhole returns  again!,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11
10207,go! sudoku jp sales,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
10208,ea replay,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11
10209,paws  claws pet vet australian adventures,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
10210,bionicle heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10211,trauma center under the knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11
10212,puss in boots,DS,2011.0,Action,THQ,0.09,0.01,0.0,0.01,0.11
10213,split/second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
10214,the croods prehistoric party!,Wii,2013.0,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11
10215,the king of fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11
10216,lunacy,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10217,batman  robin,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10218,snowboard kids 2,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0,0.11
10219,tonic trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
10220,nuclear strike 64,N64,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0,0.11
10221,chameleon twist,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11
10222,top gear rally 2,N64,1999.0,Racing,Kemco,0.09,0.02,0.0,0.0,0.11
10223,chopper attack,N64,1997.0,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11
10224,vigilante 8 2nd offense,N64,2000.0,Racing,Activision,0.09,0.02,0.0,0.0,0.11
10225,fighting force 64,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11
10226,thief 2014,PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11
10227,rock band metal track pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11
10228,pacman and the ghostly adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11
10229,blazblue calamity trigger portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11
10230,night at the museum battle of the smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11
10231,street fighter collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11
10232,ninja assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11
10233,tales of berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10234,samurai warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10235,gungriffon blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11
10236,higurashi no naku koro ni matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11
10237,frontier gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10238,transformers devastation,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11
10239,top angler real bass fishing,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
10240,gabrielles ghostly groove 3d,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11
10241,michael phelps push the limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11
10242,breakout,PS,1999.0,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11
10243,frogger helmet chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10244,akb48+me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11
10245,touch detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11
10246,alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10247,planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11
10248,call of juarez the cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
10249,sakura taisen hanagumi tsuushin,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10250,famicom mini famicom tantei club  kieta koukeisha zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
10251,tornado outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10252,pimp my ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11
10253,michael jackson the experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11
10254,astro boy the video game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11
10255,outlaw golf nine holes of christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11
10256,nhl rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
10257,xmen next dimension,XB,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11
10258,tyco rc assault with a battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01,0.11
10259,felony 1179,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11
10260,terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
10261,classic road,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11
10262,bustamove ds,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
10263,nicktoons unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10264,simanimals africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10265,death jr. root of evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10266,one piece burning blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11
10267,panzer dragoon saga,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10268,sonic generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
10269,mushroom men rise of the fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10270,shining ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10271,the scorpion king rise of the akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11
10272,backyard baseball 10,Wii,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11
10273,transformers beast wars transmetals,PS,2000.0,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11
10274,giftpia,GC,2007.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11
10275,animal planet vet life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,0.11
10276,my little sister cant be this cute portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10277,silly bandz play the craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11
10278,charlie and the chocolate factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11
10279,constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11
10280,where the wild things are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11
10281,dynasty tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
10282,real world golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11
10283,winter heat,SAT,1996.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11
10284,ty the tasmanian tiger 2 bush rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11
10285,digimon story cyber sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11
10286,juon the grudge,Wii,2009.0,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11
10287,defender,GC,2002.0,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11
10288,deca sports ds,DS,2009.0,Sports,Hudson Soft,0.08,0.02,0.0,0.01,0.11
10289,the polar express,GC,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11
10290,bmx xxx,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11
10291,atv quad frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
10292,akibas trip undead  undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
10293,backyard nfl football 10,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11
10294,the godfather mob wars,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
10295,lady sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11
10296,rock band metal track pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11
10297,rocky balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11
10298,the lord of the rings conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
10299,pripara mezase! idol grand prix no.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11
